Account,Date,Issue 
18510403,4/29/2010,Line Problem high levels ch 3 off tap
29835101,4/29/2010,CBS Proirity Noise in Node Inet and Mta issues for Packet Loss
30243202,4/29/2010,Line Problem
9947009,4/29/2010,freq 117 dqi is at a 7.3
30552501,4/29/2010,line problem -- ch 99 bad off tap
43311801,4/29/2010,line problem
44341206,4/29/2010,line problem/transmit too high off tap (xmit: 46 off tap) [wo # 44719833]
59713801,4/29/2010,"Other - intermittent packet loss, cc and fax not working"
21698110,4/29/2010,intermittent no dial tone return statis is bad check 4905 also on edge health
3663219,4/29/2010,No Dial Tone
41887004,4/29/2010,Line Problem
4188901,4/29/2010,low levels on 843mhz none service affecting
34174106,4/29/2010,getting per and post errors off main line ran temp to digi box from tap still getting cor. uncor. bits
18741501,4/29/2010,Line Problem pre/post erros and packet loss off tap
17003505,4/29/2010,"line problem. 2 port ap installed. should be, and needs to be 4 port to connect my customer"
19503309,4/29/2010,Line Problem.low levels at tap w/o 44712376
61256101,4/29/2010,line problem
28202801,4/29/2010,Line Problem- Possible area tiling issue
47627101,4/29/2010,Line Problem
39702702,4/29/2010,Line Problem
59569701,4/29/2010,Line Problem POSSIBLE CUT CABLE
7454311,4/29/2010,low levels/reverse tilt INSTALL PRI
41008401,4/29/2010,Line Problem
18695408,4/29/2010,Line Problem PED WONT LOCK
92764005,4/29/2010,Line Problem
39918101,4/29/2010,line problem
11504903,4/29/2010,line problem
39942402,4/29/2010,Line Problem - Possible area issue
6489601,4/29/2010,Line Problerm
2321306,4/29/2010,Installing cable ALL PORTS BROKEN
36839001,4/29/2010,line problem several digital black screens
51138904,4/29/2010,Lock Box won't secure
12777714,4/29/2010,"Possible area issue, see system log for addresses"
60680801,4/29/2010,"line issue, CBS PRIORITY, noise in node, turned over per Sup. Brad Austin, verified by SOC Charles, HD0000020704517"
41007001,4/29/2010,Line Problem
29780602,4/29/2010,Line problem
60485301,4/29/2010,line problem- bad tap port
7605904,4/29/2010,line problem 7605904
33408505,4/29/2010,lp-digital tiling
27806801,4/29/2010,Midwest City Generator - G1 Comms Fail Alarm
64803,4/29/2010,Line Problem wo 44719673 low levels off of tap all frequencies
13564016,4/30/2010,Return Noise with file
14537707,4/30/2010,"new tap, not enough ports"
38968002,4/30/2010,Bad Tap port
18185601,4/30/2010,dead @tap......... next tap down main line cut **See urgent system log message****
62257701,4/30/2010,line problem
26690903,4/30/2010,Line problem 633mhz sn 27db at tap. causing eod errors
2945321,4/30/2010,line problem 2945321
50024401,4/30/2010,lp--intermittent tiling freq 585---
36839601,4/30/2010,LP
25561505,4/30/2010,Missing cap on the tap
143636-04,4/30/2010,[WO# 44730658 ]
14580907,4/30/2010,"line problem --- high ch 3, low transmit, reverse tilt"
7945701,4/30/2010,Line problem
2692403,4/30/2010,line problem 2692403
41766211,4/30/2010,Line Problem [ Low MER on Ch. 96 out of the Tap plus errors]
1558303,4/30/2010,Line Problem: low high band at tap
30083411,4/30/2010,unsecure lock box
38890111,4/30/2010,ped/tap replacement
24334004,4/30/2010,mainline on manhole
11221304,4/30/2010,line problem 11221304 dead at tap
14184708,4/30/2010,Line Problem - Levels hot out of tap for an apartment with 1 coax line in. but main reason for ticket is port 3 on tap broken.
11265509,4/30/2010,line problem...dead tap
8528417,4/30/2010,579.00 Mhz is getting pre and post errors off tap.
58972401,4/30/2010,[WO# 44732214 ]
7562104,4/30/2010,"Line Problem DIG TILLING MODEM NO SYNC ,RETURN NOISE,"
42850801,4/30/2010,line prob LOW LEVELS AND CHANGING WITH THE WIND
24091219,4/30/2010,Line Problem LOCK BOX IS BROKEN
39342502,4/30/2010,line problem
23895303,4/30/2010,Line Problem LOCK BOX ON THE GROUND
16122704,4/30/2010,Replace ped
15393302,4/30/2010,line problem//// mainline low// attached with rope/// WO # 44724963
60936701,4/30/2010,CBS Priority Noise in Node Packet Loss on mtas
8441503,4/30/2010,"Swap tap. 2 port, tep could not read value on tap. He installed splitter for install. Needs more ports."
57989101,4/30/2010,"line issue, CBS PRIORITY, bad levels from tap,HD0000020706390"
46558507,4/30/2010,"line problem, low levels at tap, 11 value 4 port [wo # 44716363]"
15890125,4/30/2010,unsecured lock box
52400901,4/30/2010,Line problem tx levels are to high at tap 46db
42830001,4/30/2010,Area Issue from node report
43551607,4/30/2010,line problem
38400304,4/30/2010,"possible low levels at the tap,not service effective"
5357005,4/30/2010,line problem -- low ch 3
30707103,4/30/2010,Line Problem wo 44727197 intermittent errors on ch 132 it'll last for about 30 seconds then go back to no errors
28846504,4/30/2010,Line Problem
34022103,4/30/2010,low level on 99 only a +4 off a 23/4 in back yard of 2425 hidden hollow dr
42829002,4/30/2010,line problem{44727188]
36203501,4/30/2010,Dead @ Tap
9659702,4/30/2010,LINE PROBLEM LOW LEVELS ON TAP NO DAIL TONE
60633101,5/1/2010,Lock Box won't secure
10154302,5/1/2010,temp needs picked up
45992603,5/1/2010,Line Problem - Broken tap port 23-4
11160208,5/1/2010,digital tiling
39726202,5/1/2010,DHCP server not responding on DSAM
41204715,5/1/2010,Lock Box won't secure
33304906,5/1/2010,Line Problem - Main cable cracked in and out of tap; bad levels
55288101,5/1/2010,Line Problem(44716308)
29488601,5/1/2010,Line Problem
25469601,5/1/2010,LINE PROBLEM... intermintent digi tiling.. only when its really windy
29012301,5/1/2010,Line Problem
4274703,5/1/2010,awaitng cable replacemnet
50582907,5/1/2010,Lock Box won't secure
9987403,5/1/2010,No A/C @tap
14443416,5/1/2010,Lock Box won't secure
37896301,5/1/2010,Line Problem burn up tap had water 17 4 moto
47706204,5/1/2010,LINE PROBLEM... low signals off the tap.... also turned over an appt rebuild.... modem no synk
23584716,5/1/2010,line problem pre errors at tap on channel 99 mhz 117 slow internet speeds
38406506,5/1/2010,Line Problem -intermitante hsi pre/post errors at tap //// Next Level/////
22106609,5/1/2010,Beast Box unsecured. no lid
16033623,5/1/2010,Lock Box won't secure
32310418,5/1/2010,broken port on tap
19032102,5/1/2010,line problem off tap
18042403,5/1/2010,"dig tiling, uncorrected bites 73.250,customer states only happens when wind blows"
15207602,5/1/2010,Line Problem
14101906,5/1/2010,Line problem
20073805,5/1/2010,"Line Problem - Several dead taps, MAINLINE CUT"
39726202,5/1/2010,Run Sunday May 2 please Entered tocket per Don Prince see system log for info
25811003,5/1/2010,High Transmit - *Reverse running low out of the node. (-4/-1)
28049102,5/1/2010,line problem
17531709,5/1/2010,line prob
45409715,5/1/2010,Unsecureable Lockbox
20019919,5/2/2010,Lockbox Wont Secure
57476401,5/2/2010,"line problem freq. 843,711,117,.....pre and post errors off tap"
50021202,5/2/2010,Line Problem - Pre Errors on channell 99
12087512,5/2/2010,Unsecured Ped
22609817,5/2/2010,"low signal at the tap. 132 +7,110 +5,99 +2, 3 +11."
36939002,5/2/2010,line problem low mer on freq 117 low levels out of tap
45909805,5/2/2010,errors on ch 99 causing no sync
23291502,5/2/2010,"line issue, CBS Priority, noise in node, packet loos to all customers, verified by SOC Gary, turned over per Sup. Brad Austin"
26913002,5/2/2010,Lock Box won't secure
9248306,5/2/2010,Line Problem
11251704,5/2/2010,"line problem, reverse tilt , inttermittent dig tilling"
50220001,5/2/2010,"tiling on high freq channels, low levels on ch 132 133 134, reverse tilt @ tap"
31000708,5/2/2010,line problem
53261003,5/2/2010,Unsecured Ped
60389801,5/2/2010,LP failed home search
33522305,5/2/2010,Flucuating Transmit [w.o.#44736251]
41060803,5/2/2010,Line Problem
4636605,5/3/2010,line problem
61335101,5/3/2010,Cut Mainline reported at 528 N.W. 139th Street
8967901,5/3/2010,Line Problem
41204412,5/3/2010,line problem. high transmit at tap
48129301,5/3/2010,line problem -- reverse tilt
14720213,5/3/2010,Unsecure lock box broken latch
59297701,5/3/2010,line problem
46291911,5/3/2010,no pedistol over tap in the back yard of 1631 sheffied dr
24557912,5/3/2010,DQI HAS 8.5 - 8.5 ON FRQ.117
22549502,5/3/2010,Ped unsecurable.
38746308,5/3/2010,line problem -
60721701,5/3/2010,CBS Priority Low Levels At Tap
23200005,5/3/2010,bad levels off of tap on an install cannot complete work order until line issue is fixed
45168307,5/3/2010,Line Issue Work Order: 44739488
36203501,5/3/2010,Priority half of tap is dead line problem bad face plate
40445204,5/3/2010,HD0000020709910-------------Upstream SNR fluctuation/TXFluctuation
1447501,5/3/2010,line problem dig-tiling itermite modem no synch CRACK IN FEDDER BY TAP
42454801,5/3/2010,flucuating transmit [w.o.#44737418]
53345904,5/3/2010,Line Problem WO # 44739177
30304,5/3/2010,Lp no Sync new install
61481503,5/3/2010,Line Problem
29870304,5/3/2010,"Ped has not locks to secure. ""Dog house ped"""
43379015,5/3/2010,slow speed hsi ( with temp drop )
41197308,5/3/2010,line problem. low 117mhz at tap. -6
25245402,5/3/2010,line problem
39014802,5/3/2010,Line Problem
8889203,5/3/2010,[WO# 44743849 ]
3099213,5/3/2010,Line Problem
37700103,5/3/2010,line problem high tx and cant take drop off tap just keeps spinning
9258506,5/3/2010,"line problem, dig tilling"
42374608,5/3/2010,line problem tap replacement
8094405,5/3/2010,"line problem -- per mgr, wants someone to TDR mainline"
60680801,5/4/2010,"line issue, CBS PRIORITY, turned over per Sup. Brad Austin."
62690701,5/4/2010,CBS PRIORITY DEAD TAP
8582019,5/4/2010,lockbox unsecureable
60805301,5/4/2010,dead at tap
35718105,5/4/2010,cut cable building 125
4897501,5/4/2010,"broke port on tap, CBS,HD0000020711142, customer is also having food stamp machine issues, popping on line, new drop, new NIU"
44649003,5/4/2010,Modem keeps dropping out transmitting high. The tap 6 foot from ACB.
13584306,5/4/2010,"line problem -- water filled tap, need replaced for install"
521613-01,5/4/2010,Other
62691401,5/4/2010,"CBS Swap tap for install, approved by engineering, 17x4 needs to be a 17x8"
62633201,5/4/2010,Damaged Ped
5108809,5/4/2010,Unsecured Lock Box
23537412,5/4/2010,Unsecured Lockbox - No lock
60051601,5/4/2010,down line in road at 6900 n. wilshire blvd
23537412,5/4/2010,tap swap
58529701,5/4/2010,Line problem: Low levels
15649715,5/4/2010,lockbox unsecureable
525596-02,5/4/2010,Other
55159901,5/4/2010,"Other - intermittent modem no synch, packet loss, noise in node"
52133401,5/4/2010,"Line Problem pre and post on 519, 117 mostly causing tiling on channels 11 specifically per customer"
22088104,5/4/2010,dead at tap
59678001,5/4/2010,CBS Priority Bad Levels At Tap Levels Bouncing in and out HSI and Mta issues
6825006,5/4/2010,Unsecured Ped
18122901,5/4/2010,line problem
46393903,5/4/2010,Line Issue Work Order: 44743354
22955111,5/4/2010,"line problem -- damaged ped and broken tap ports due to theft, damage might have caused short on tap/mainline"
5235502,5/4/2010,"Other - modem no synch, low sig levls at tap"
60618201,5/4/2010,lockbox unsecureable
25875109,5/4/2010,lockbox unsecureable
21486207,5/4/2010,Line Problem
39214302,5/4/2010,line problem digi tiling low signal and high tx out of tap
40845601,5/4/2010,line problem/burnt up tap
12955501,5/4/2010,line problem
2463106,5/4/2010,digital tiling on frequency 735 and 579 has errors on both frequencies
34996203,5/4/2010,LIne Problem 99 is low off tap and errors off tap
25485301,5/4/2010,digi tiling
15629426,5/4/2010,lock box will not secure.
11975003,5/5/2010,Area Issue
8221502,5/5/2010,Line problem
29569801,5/5/2010,HD0000020713010--------------Intermittent packet loss-------------possible impulse noise related.
14829209,5/5/2010,Line Problem
51666801,5/5/2010,CBS Priority
38014203,5/5/2010,Line Problem CH 107 bad MER ** SEE ESR000000417710 **
20477515,5/5/2010,lockbox unsecureable
40063902,5/5/2010,line problem
29695601,5/5/2010,Line Problem High band low levels EOL data says 19.79/18.46 getting 11.2/ 19.7
60002001,5/5/2010,Check Cox line in way of driveway installation at 2616 GREEN CANYON DR
21361102,5/5/2010,"Other - noise in node, packet loss, customer can not run cc"
28190302,5/5/2010,Line Problem -Intermittent pre and post errors and DQI dropping out on channel 73. Other channels affected to.
51731701,5/5/2010,line problem
14363604,5/5/2010,[WO# 44750543 ]
42418501,5/5/2010,"temp in place, repair or replace, make customer contact"
13901501,5/5/2010,"ped has too many unused drops and also some drops are on splitters, ped is close to fence and is unsecureable."
62298101,5/5/2010,HD0000020711234-------------Dropping service multiple customers along the run.
15696102,5/5/2010,"temp in place, repair or replace"
6853301,5/5/2010,Other - NOISE IN NODE AR04 TURNING OVER PER SUP BRAD AUSTIN WITHOUT LEVLS AFFECTING SEVERAL CUSTOMERS
7328705,5/5/2010,Noise in the node
43331902,5/5/2010,Lp
40305801,5/5/2010,Line Problem Low EOL levels
60110201,5/5/2010,HD0000020715448-------Packet Loss @10%
22543502,5/5/2010,line problem -hig tx at tap have a 20 v tap with a 46 tx
42184308,5/5/2010,Possible cut mainline by construction crew
23741515,5/5/2010,LP High Transmit levels at tap
39769904,5/5/2010,Low levels on frequency 843 Channel 132
33722811,5/5/2010,LP
54602501,5/5/2010,HD0000020715731--------------All Services Down
46866202,5/5/2010,line problem
13177201,5/5/2010,squirrel chew on mainline
52153901,5/5/2010,low levels causing black screens and tiling
3608506,5/5/2010,line problem- new phone install- low TX out of tap
19632604,5/5/2010,"Other - interminttent no synch and packet loss on mta and modem sig levls jumping at tap, noise in node"
10871808,5/5/2010,low levels at tap on high end
25865102,5/5/2010,"Line Problem_Pre and post errors on 134 and 132, reverse tilt on 132/3"
18112108,5/5/2010,customers phone and data frequency jumped to 855 and 849 and signal tanked to -19 and reverse tilt was found
5159513,5/5/2010,LP
35671901,5/6/2010,lp--intermittent errors freq 693--mostly evenings
32381901,5/6/2010,line problem......big animal chew on mainline
21605002,5/6/2010,Line Problem(44752672)
15493704,5/6/2010,Temp feeder
62768601,5/6/2010,Tap Change
55346801,5/6/2010,line problem
60196601,5/6/2010,"Other - Noise in node, intermittent no synch on modem and no dial tone on mta"
20949304,5/6/2010,Line problem
14328106,5/6/2010,line problem -- levels off
61878801,5/6/2010,CBS Priority Low Levels At Tap
44498314,5/6/2010,Line Problem -- Art King is working it
41905205,5/6/2010,Line Problem
18563504,5/6/2010,Low signal @ tap 2/10 20v-4port
12263501,5/6/2010,Dead Tap
62296301,5/6/2010,Low Levels @ tap.
59085301,5/6/2010,CBS Priority Overdrive at Tap Whole Building having issues ask for Dean 250-2098
10033506,5/6/2010,Line Problem (44750904) hsi issues
47534501,5/6/2010,Line Problem
61761801,5/6/2010,"line issue, CBS PRIORITY, bouncing levels on high band, HD0000020713926"
30795502,5/6/2010,13-Jun
19632604,5/6/2010,"Other - intermittent no synch on mta and modem, sig levls jumping at tap"
13390710,5/6/2010,Line Problem(44759357) high transmit
59850701,5/6/2010,Line Problem
61279201,5/6/2010,44756484
34619903,5/6/2010,Low levels at the tap
51062001,5/6/2010,lne problem work order 44754073 pre post at tap
8337903,5/6/2010,Line Probleml
13040603,5/6/2010,line problem
8089301,5/6/2010,**repalcement due 6/2** waiting on cable replacement
15361710,5/6/2010,Line Problem/ Low levels off tap
9691903,5/6/2010,Line Problem - Low Levels at Tap
23404307,5/6/2010,Line Problem
58348201,5/6/2010,Line Problem -- low transmit at tap
41295601,5/6/2010,per City of Moore Fire there is believed to be a cox line down at 2300 N Eastern
62632001,5/6/2010,CBS line problem to be ran on Friday 05/06/10
7755905,5/6/2010,"failed install low levels, pre errors 1.4 post errors 9.6 **CALL TECH WHEN ON THE WAY, PER HIS SUPERVISOR**"
36158201,5/6/2010,Line Problem
8334605,5/6/2010,Line Problem
32195303,5/6/2010,"line problem. errors out of tap. Freq. 132, 747. tiling on multiple channels."
34087601,5/6/2010,line prob modem failure work order 44755129
20444811,5/6/2010,Line Problem
19688217,5/6/2010,Line Problem
48855405,5/6/2010,line problem
7192103,5/6/2010,lp44753552
49674101,5/6/2010,low levels on hyper band pre and post errors 843 mhz
37568403,5/6/2010,Line Problem -tap needs to be swapped for a 4 port
38833403,5/6/2010,line problem
21361102,5/7/2010,CBS Priority Impulse Noise in Node Causing CC Machine Issues Repeat Issue
56561202,5/7/2010,dead tap
8868910,5/7/2010,lp44759304
11764502,5/7/2010,main line and tap hanging in customers yard
18122901,5/7/2010,per and post errors off mainline causing intermiton phone out
62633701,5/7/2010,***NIGHTWORK***intermint dial tone affecting alarm lines. see additional notes
42022802,5/7/2010,LP
9989708,5/7/2010,Line problem. levels fluctuating and pre post errors causing tiling issues most to all channels
59458801,5/7/2010,lp-digital tiling
42601701,5/7/2010,"n at homeosie in node per soack modom going off line , fixed tranmit"
55824901,5/7/2010,CBS Impulse noise SNR for 21.1 US fluctuating
58362602,5/7/2010,Line Problem NO LVLS AT TAP OUTAGE
62394901,5/7/2010,lp-digital tiling
42594806,5/7/2010,**NIGHTWORK complete ** next level and corporate escalate - noise in node
17246209,5/7/2010,Line Problem
5266002,5/7/2010,LP
9159307,5/7/2010,Line Problem (44760294) noise in node per soc
32631304,5/7/2010,"noise, CBS PRIORITY, packet loss to all customers, turned over per Sup. Brad Austin, verified by SOC, David"
60601201,5/7/2010,DQI terrible
9997103,5/7/2010,line problem
45858001,5/7/2010,Line problem
17308112,5/7/2010,LP
51106101,5/7/2010,Line Problem low levels off tap
14924807,5/7/2010,line problem -low levels at tap
42380304,5/7/2010,can not lock chann 99 off of tap.
7178004,5/7/2010,lp44756373
24202009,5/7/2010,line problem
34820305,5/7/2010,See Log
30136101,5/7/2010,Line Problem
34644709,5/7/2010,LP
60319601,5/7/2010,line problem
34050504,5/7/2010,LP Dead @ Tap
10870803,5/7/2010,line problem// new tap needs the new tick for slot 3// WO# 44760080
26118102,5/7/2010,LP
28082203,5/7/2010,LINE PROBLEM... not getting premier hsi speeds
43497104,5/7/2010,Line Problem Hight levels off tap low tx off tap.
62221701,5/7/2010,High RX out of tap
25469601,5/7/2010,Line Problem
16167303,5/7/2010,Line Problem
16932305,5/7/2010,line problem
19904315,5/7/2010,Line Problem
50870601,5/8/2010,Line Problem - No AC @ Tap Output; No Dial Tone @ NIU; also Low RF (RX) levels at Tap.
43266808,5/8/2010,Line Problem
39899301,5/8/2010,line problem
58043002,5/8/2010,unsecure ped
60430702,5/8/2010,LP - low levels off tap
53460501,5/8/2010,Line Problem
52931101,5/8/2010,High Tx off Tap is in front yard by the road.
13200604,5/8/2010,lock drilled - ped
25834602,5/8/2010,line problem -
13017020,5/8/2010,[WO# 44767177 ]
20627017,5/8/2010,"unsecurable ped, lock broke"
17193403,5/8/2010,Line Problem [ 44767484]
34981010,5/8/2010,Line Problem... node 01BA-- freq 693 intermitant mer of 28 24/12
59543701,5/8/2010,Line Problem/ Pre and post errors on several freq.
20278325,5/8/2010,unsecured ped
57831301,5/8/2010,unsecured ped
36669006,5/8/2010,unsecured ped
17526208,5/8/2010,Line Problem -- ALL SERVICES OUT DEAD AT TAP
20575713,5/8/2010,Line Problem -- ALL SERVICES OUT -- DEAD @ TAP
14086413,5/8/2010,Beast Box needs a lid. It is open and unsecurable
58340901,5/8/2010,"Inverted Signal at Tap, Low Transmit at Tap"
51111106,5/8/2010,line problem/// swap 20v 4port regal to a 8 port//// 2way splitter at tap ///// WOz# 44759595
12890113,5/8/2010,lock missing
18135902,5/8/2010,Line Problem
38417004,5/8/2010,line problem high TX
40996201,5/8/2010,bad signal off ta
47922106,5/8/2010,lock box will not secure
41858911,5/8/2010,line problem
44239916,5/8/2010,unsecure lockbox
3099213,5/8/2010,line problem
24299606,5/8/2010,Unsecurable Ped
3663219,5/8/2010,Line Problem
50137101,5/8/2010,lp---intermittent errors chn 99 and 73---
44891805,5/8/2010,Line Problem
39214302,5/9/2010,line problem digi tiling low signal and high tx out of tap
60882902,5/9/2010,line problem digi tiling and intermitten no sync high levels out of tap
33496303,5/9/2010,Lock box
40971703,5/9/2010,Line Problem tx 45 at tap
22539805,5/9/2010,intermittent modem no synch
5257703,5/9/2010,ped replacment
6041001,5/9/2010,"ped damaged by something, a lawn mower is the suspect."
56480001,5/9/2010,cut line
4755601,5/9/2010,HD0000020723116-------Dead at the tap.
38007403,5/9/2010,line problem. low levels off tap
19901809,5/9/2010,frequency 117 problem with MER and tx
10902509,5/9/2010,Intermit Trans level change. Tx level changed 2 times while i was out there. Per scott cloos sit at tap lvl chang
23773715,5/9/2010,ch 99 has pre errors off the tap but good mer.
20186118,5/9/2010,no locks on any of peds on site
23904423,5/9/2010,channel 134 is a -6 out of the tap also high freq are low out of the tap.
58564501,5/9/2010,HD0000020722541------------Intermittent Impulse Noise
14740610,5/9/2010,**pending replacement due 6/6** intermittent loss sync on MTA//// node AH05
25907903,5/9/2010,repeat line problem. 33-36 low signal and bad mer and ber
33458503,5/9/2010,Overdrive/Wrong tap head
18726204,5/10/2010,Return Noise with file worked on last night but cleared before complete. Noiser is back.
7379002,5/10/2010,Return Noise with file noise caused an outage but cleared noise is still in the node please check.
30649303,5/10/2010,"LINE PROBLEM... s/n ch99 29-30 with errors... low levels ch 99.... mta dropping off, disabled customer in retirement center"
4906601,5/10/2010,HD0000020716727
46116601,5/10/2010,Line Problem no o/d problem low levels tap call on maps for 4-2 8-4 tap in place still have low rf if it was a 4-2 tap
59923601,5/10/2010,HD0000020724106--------Slight packet loss.
61118301,5/10/2010,bad tap- bad port--escalate call
62538801,5/10/2010,Line Problem
61671901,5/10/2010,"Other - packet loss, sig levls jumping at tap"
42465402,5/10/2010,eod on ch76 mer is at a 26 at the tap
56702502,5/10/2010,"Line problem: Low levels, high transmit"
6860102,5/10/2010,HD0000020722245---------Downstream Signal Error
5141301,5/10/2010,line problem cust said lightning struck very near house dead at tap
34085502,5/10/2010,"ingress/snow on ch 7,9,13, and 65 failed ingress scan"
52723502,5/10/2010,CBS Priority New Mainline Put In But No Taps
24894201,5/10/2010,Line Problem - Pre Errors on channell 99 and 107
27252303,5/10/2010,[WO# 44773292 ] cant call 972 490 1449 fm cox phone
29813102,5/10/2010,line problem
34766302,5/10/2010,intermit no sync/low tx 26 off 10v4pt +4 on ch99
16194203,5/10/2010,Line Problem
33873704,5/10/2010,Mainline cut...feeding 2 houses.
22113611,5/10/2010,line problem broken tap port
40346801,5/10/2010,"Line Problem, tiling an freeqing bad mer at that tap."
9364803,5/10/2010,**NIGHTWORK complete** Errors on EOD channel 78. Also MER droppin out
40391001,5/10/2010,"Line Problem, Bad MER at the tap"
11999203,5/10/2010,Return Noise with file
10447507,5/10/2010,high band lower than should be at tap
33084804,5/10/2010,"low mer coming off tap, channel 96 mlb package"
18591404,5/11/2010,Line Problem OKC WATER DEPRT. CUT LINE 297-2517 - TEDDY
41179402,5/11/2010,Line Problem from Node Report
44154115,5/11/2010,"Damaged lock box, not securable"
39050106,5/11/2010,"mer,snr,ber issues. mer/snr drops below 30 and ber raises"
47734102,5/11/2010,PUT IN FOR NIGHT WORK TO CUT OUT SQUIRREL
33552209,5/11/2010,liner problem
295560-01,5/11/2010,Other
22088104,5/11/2010,very low signals off the tap
52780005,5/11/2010,Line Problem-23/8 Tap same address low levels 843 @ Tap
25482124,5/11/2010,line problem -- high levels due to wrong value tap
60802901,5/11/2010,Line Problem MAIN LINE SNAPPED BETWEEN TAP AND AMP ACROSS FROM 5740 N BLUELAKE DR
18722605,5/11/2010,low levels at the tap and it is at the end of the run and when the line moves the signal is going up anddown
41227101,5/12/2010,line problem Ch 99 MER bad
30707103,5/12/2010,Escalate trouble call tilling on frequency 813
26939204,5/12/2010,Tiling on Freq 519 [w.o#44775616]
31162303,5/12/2010,Line problem
7305105,5/12/2010,Line Problem
34267606,5/12/2010,Line Problem - digital tiling on freq 693
13340604,5/12/2010,Line Problem
57853601,5/12/2010,Line Problem -no signal at tap. all services out
14218201,5/12/2010,Other - MTA no synch
55320103,5/12/2010,Will attempt to dig up bad feeder Monday
35766505,5/12/2010,LP
27526802,5/12/2010,line problem
48657101,5/12/2010,line problem
44562801,5/12/2010,"Line Problem low rf at tap,, no services affected no picture was from cut drop 150ft drop goes thru 2 splitters in house"
18033602,5/12/2010,line problem/// low levels/// WO# 44776903
2626306,5/12/2010,line problem no AC and very low levels
16173506,5/12/2010,line problem
42905801,5/12/2010,LINE PROBLEM FLEXING LEVELS ON CH 3
47556424,5/12/2010,Line problem
35586507,5/12/2010,Line Problem
21361102,5/12/2010,"Other - noise in node AE05, packet loss, can not runn credit cards, repeat problem SA # HD-2010-607775"
47601001,5/12/2010,Line Problem
15647114,5/12/2010,Broken tap port on a 26v 8pt tap
13303606,5/12/2010,Line Problem.......digi tiling on freq. 801.......pre and post errors out of tap
4406802,5/12/2010,Line Problem
33210602,5/12/2010,transmit a little high
23015404,5/12/2010,Line Problem FDC carrier is low off of ran temp line still failing home cert
40724106,5/12/2010,high transmit
57754002,5/12/2010,CBS Priority Dead Tap No Phone
40958005,5/12/2010,Line Problem
20402505,5/12/2010,line problem low levels on 855.00 mhz
9841315,5/12/2010,"Line Problem -errors on 99 on docis test, wrong tap value"
8999803,5/12/2010,line problem dead at tap
30015604,5/12/2010,Line Problem
41149002,5/12/2010,No ac from tap....Taps fried..........W/O 44778989
37264301,5/13/2010,low levels on hyper band causing box no sinc 835mhz
23771315,5/13/2010,high band low
32415904,5/13/2010,line problem
25915202,5/13/2010,Line problem. Low levels at tap.
2837602,5/13/2010,Line Problem(44785038)
62080201,5/13/2010,**priority** customer experiencing intermit latency. i see some packet loss to cust and neighboring business
30565704,5/13/2010,Line Problem
7128713,5/13/2010,Line Problem - dead tap. no signal
14657615,5/13/2010,needs 8 port tap per design
7029714,5/13/2010,Line Problem -low signals on 132
2811503,5/13/2010,"Need tap replaced for install/ 3 legs broken off, other being used"
23473608,5/13/2010,Lock Box won't secure
7972903,5/13/2010,line problem
62260501,5/13/2010,line problem - tap missing from tornado shows to be 8 value 2 port per GNIS
4801802,5/13/2010,intermintly not able to run cc or send faxes.
13492801,5/13/2010,LINE PROBLEM HIGH LEVEL AT TAP
48747406,5/13/2010,Dead Tap most levels in the -30 range. preceeding tap is good
35345405,5/13/2010,Line problem node 01CA
3150502,5/13/2010,no ac at tap - NDT
52926101,5/13/2010,"Line Problem - Intermittent connect, snowy pic analog"
8441704,5/13/2010,low RDC failing home cert
23385211,5/13/2010,line problem -intermittent no sync
40331101,5/13/2010,line problem
25595402,5/13/2010,LOW LEVELS ON HIGH BAND WON'T PASS HOME CERT
41330506,5/13/2010,"line problem, high levels"
39939911,5/13/2010,ped/tap replacement NO LOCK
48838801,5/13/2010,ped/tap replacement NO LOCK
58712001,5/13/2010,"**priority** packet loss, SOC verified noise. 3 CBS tickets open."
30443406,5/13/2010,errors 855mhz
34981010,5/13/2010,Line Problem node 01BA 23/11
62660001,5/13/2010,CBS LP
40712114,5/13/2010,DEAD TAP
2361013,5/13/2010,low signal at tap 9/16
873204,5/13/2010,35 to 40% packet loss and it is a cracked mainline at the tap in the middle of the pole
62432601,5/13/2010,HD0000020731781
8041103,5/14/2010,line problem
60636702,5/14/2010,yellow temp feeder
53601501,5/14/2010,Aerial temp Hanging low
46527301,5/14/2010,"Line Problem - Dead tap on low end, low signal on high end"
60096901,5/14/2010,HD0000020734014
7745903,5/14/2010,low levels at the tap /failing home cert
62624601,5/14/2010,CBS No Sync on Install
20622719,5/14/2010,unsecure lock box
8729122,5/14/2010,unsecure lock box
41911406,5/14/2010,unsecure ped
27668503,5/14/2010,unsecure ped
62267201,5/14/2010,LP
28551004,5/14/2010,unsecured ped
29870703,5/14/2010,Line Problem - rev tilt off tap. Once signal gets to house and through splitters its very week. Need FNT out ASAP. TY
44437203,5/14/2010,"line problem, low levels on chan. 132 at tap [wo# 44786973]"
62451401,5/14/2010,Line Problem
44437601,5/14/2010,line problem low levels on chan. 132 at tap [wo#44790393]
44436811,5/14/2010,line problem low levels at tap on chan. 132 [wo#44792902]
43531301,5/14/2010,Low levels Freq 705 + Freq 849. No music choice.
58362602,5/14/2010,line problem
17149404,5/14/2010,**NIGHTWORK** Line Problem-EOD issues/ 26 S/N on channel 76/78
